filename,width,height,class,xmin,ymin,xmax,ymax
66112_60_m_14.jpg,2988,2988,????????????)??€??????????????????,1420,1335,2717,2145
66112_60_m_15.jpg,2988,2988,????????????)??€??????????????????,1367,1322,2586,2319
66112_60_m_15.jpg,2988,2988,????????????)??€??????????????????,312,860,1440,1920
66112_60_m_16.jpg,2988,2988,????????????)??€??????????????????,1321,1298,2364,2510
66112_60_m_16.jpg,2988,2988,????????????)??€??????????????????,475,636,1444,1903
66112_60_m_17.jpg,2988,2988,????????????)??€??????????????????,685,456,1449,1898
66112_60_m_17.jpg,2988,2988,????????????)??€??????????????????,1307,1280,2111,2661
66112_60_m_18.jpg,2988,2988,????????????)??€??????????????????,939,324,1455,1844
66112_60_m_18.jpg,2988,2988,????????????)??€??????????????????,1255,1220,1804,2764
66112_60_m_19.jpg,2988,2988,????????????)??€??????????????????,1242,1170,1616,2798
66112_60_m_19.jpg,2988,2988,????????????)??€??????????????????,1211,247,1558,1785
66112_60_m_2.jpg,2988,2988,????????????)??€??????????????????,348,804,1499,1982
66112_60_m_2.jpg,2988,2988,????????????)??€??????????????????,1477,1020,2741,2152
66112_60_m_20.jpg,2988,2988,????????????)??€??????????????????,946,1124,1538,2772
66112_60_m_20.jpg,2988,2988,????????????)??€??????????????????,1320,223,1691,1872
66112_60_m_21.jpg,2988,2988,????????????)??€??????????????????,637,1079,1486,2676
66112_60_m_21.jpg,2988,2988,????????????)??€??????????????????,1339,255,1861,1897
66112_60_m_22.jpg,2988,2988,????????????)??€??????????????????,401,1038,1451,2533
66112_60_m_22.jpg,2988,2988,????????????)??€??????????????????,1358,340,2060,1902
66112_60_m_23.jpg,2988,2988,????????????)??€??????????????????,253,1008,1446,2351
66112_60_m_23.jpg,2988,2988,????????????)??€??????????????????,1385,482,2314,1907
66112_60_m_24.jpg,2988,2988,????????????)??€??????????????????,203,987,1452,2183
66112_60_m_24.jpg,2988,2988,????????????)??€??????????????????,1421,672,2518,1939
66112_60_m_3.jpg,2988,2988,????????????)??€??????????????????,525,594,1549,1936
66112_60_m_3.jpg,2988,2988,????????????)??€??????????????????,1485,1048,2734,2331
66112_60_m_5.jpg,2988,2988,????????????)??€??????????????????,955,309,1637,1901
66112_60_m_5.jpg,2988,2988,????????????)??€??????????????????,1482,1089,2428,2642
66112_60_m_6.jpg,2988,2988,????????????)??€??????????????????,1440,1124,2140,2749
66112_60_m_6.jpg,2988,2988,????????????)??€??????????????????,1195,245,1662,1899
66112_60_m_7.jpg,2988,2988,????????????)??€??????????????????,1363,1156,1790,2798
66112_60_m_7.jpg,2988,2988,????????????)??€??????????????????,1340,235,1678,1855
66112_60_m_8.jpg,2988,2988,????????????)??€??????????????????,1400,280,1856,1882
66112_60_m_8.jpg,2988,2988,????????????)??€??????????????????,1200,1170,1552,2786
66112_60_s_1.jpg,2988,2988,????????????)??€??????????????????,434,1039,2452,2384
66112_60_s_10.jpg,2988,2988,????????????)??€??????????????????,602,316,2147,2668
66112_60_s_11.jpg,2988,2988,????????????)??€??????????????????,486,457,2275,2555
66112_60_s_12.jpg,2988,2988,????????????)??€??????????????????,438,630,2373,2431
66112_60_s_13.jpg,2988,2988,????????????)??€??????????????????,459,805,2438,2371
66112_60_s_14.jpg,2988,2988,????????????)??€??????????????????,526,616,2454,2425
66112_60_s_15.jpg,2988,2988,????????????)??€??????????????????,631,442,2401,2545
66112_60_s_16.jpg,2988,2988,????????????)??€??????????????????,787,298,2280,2670
66112_60_s_17.jpg,2988,2988,????????????)??€??????????????????,974,201,2097,2765
66112_60_s_18.jpg,2988,2988,????????????)??€??????????????????,1140,153,1861,2825
66112_60_s_19.jpg,2988,2988,????????????)??€??????????????????,1199,150,1644,2826
66112_60_s_2.jpg,2988,2988,????????????)??€??????????????????,452,854,2412,2467
66112_60_s_20.jpg,2988,2988,????????????)??€??????????????????,1083,203,1841,2789
66112_60_s_22.jpg,2988,2988,????????????)??€??????????????????,693,446,2230,2588
66112_60_s_23.jpg,2988,2988,????????????)??€??????????????????,566,631,2366,2450
66112_60_s_24.jpg,2988,2988,????????????)??€??????????????????,492,838,2455,2391
66112_60_s_4.jpg,2988,2988,????????????)??€??????????????????,677,473,2183,2658
66112_60_s_5.jpg,2988,2988,????????????)??€??????????????????,861,332,1994,2768
66112_60_s_7.jpg,2988,2988,????????????)??€??????????????????,1252,176,1701,2858
66112_60_s_9.jpg,2988,2988,????????????)??€??????????????????,786,216,1946,2765
66130_00_m_1.jpg,2988,2988,????????????)?????€?????????,1445,505,2655,2568
66130_00_m_1.jpg,2988,2988,????????????)?????€?????????,207,517,1450,2568
66130_00_m_10.jpg,2988,2988,????????????)?????€?????????,302,285,1371,2751
66130_00_m_10.jpg,2988,2988,????????????)?????€?????????,1368,560,2148,2478
66130_00_m_11.jpg,2988,2988,????????????)?????€?????????,177,377,1364,2689
66130_00_m_11.jpg,2988,2988,????????????)?????€?????????,1371,562,2324,2489
66130_00_m_13.jpg,2988,2988,????????????)?????€?????????,221,550,1411,2555
66130_00_m_13.jpg,2988,2988,????????????)?????€?????????,1407,561,2588,2559
66130_00_m_14.jpg,2988,2988,????????????)?????€?????????,346,570,1439,2513
66130_00_m_14.jpg,2988,2988,????????????)?????€?????????,1412,547,2649,2610
66130_00_m_15.jpg,2988,2988,????????????)?????€?????????,1422,488,2662,2688
66130_00_m_15.jpg,2988,2988,????????????)?????€?????????,521,573,1462,2482
66130_00_m_16.jpg,2988,2988,????????????)?????€?????????,1442,421,2580,2760
66130_00_m_16.jpg,2988,2988,????????????)?????€?????????,701,575,1490,2484
66130_00_m_17.jpg,2988,2988,????????????)?????€?????????,1360,343,2390,2812
66130_00_m_17.jpg,2988,2988,????????????)?????€?????????,883,569,1544,2463
66130_00_m_18.jpg,2988,2988,????????????)?????€?????????,1210,280,2110,2840
66130_00_m_18.jpg,2988,2988,????????????)?????€?????????,1023,578,1566,2419
66130_00_m_19.jpg,2988,2988,????????????)?????€?????????,1035,237,1722,2848
66130_00_m_2.jpg,2988,2988,????????????)?????€?????????,282,524,1431,2527
66130_00_m_2.jpg,2988,2988,????????????)?????€?????????,1417,443,2718,2607
66130_00_m_20.jpg,2988,2988,????????????)?????€?????????,823,231,1520,2818
66130_00_m_20.jpg,2988,2988,????????????)?????€?????????,1446,543,1757,2462
66130_00_m_21.jpg,2988,2988,????????????)?????€?????????,603,258,1508,2770
66130_00_m_21.jpg,2988,2988,????????????)?????€?????????,1455,534,1936,2471
66130_00_m_22.jpg,2988,2988,????????????)?????€?????????,388,316,1499,2698
66130_00_m_22.jpg,2988,2988,????????????)?????€?????????,1489,528,2163,2483
66130_00_m_23.jpg,2988,2988,????????????)?????€?????????,243,390,1486,2647
66130_00_m_23.jpg,2988,2988,????????????)?????€?????????,1490,520,2361,2498
66130_00_m_24.jpg,2988,2988,????????????)?????€?????????,194,462,1467,2595
66130_00_m_24.jpg,2988,2988,????????????)?????€?????????,1470,509,2534,2530
66130_00_m_3.jpg,2988,2988,????????????)?????€?????????,1379,348,2659,2646
66130_00_m_3.jpg,2988,2988,????????????)?????€?????????,434,529,1418,2496
66130_00_m_4.jpg,2988,2988,????????????)?????€?????????,1347,256,2508,2704
66130_00_m_4.jpg,2988,2988,????????????)?????€?????????,621,534,1438,2486
66130_00_m_5.jpg,2988,2988,????????????)?????€?????????,1322,180,2270,2765
66130_00_m_5.jpg,2988,2988,????????????)?????€?????????,825,544,1422,2469
66130_00_m_6.jpg,2988,2988,????????????)?????€?????????,1311,131,1988,2821
66130_00_m_6.jpg,2988,2988,????????????)?????€?????????,1042,567,1415,2434
66130_00_m_7.jpg,2988,2988,????????????)?????€?????????,1168,122,1802,2845
66130_00_m_9.jpg,2988,2988,????????????)?????€?????????,565,204,1454,2803
66130_00_m_9.jpg,2988,2988,????????????)?????€?????????,1357,553,2009,2475
66130_00_s_1.jpg,2988,2988,????????????)?????€?????????,819,260,2337,2752
66130_00_s_12.jpg,2988,2988,????????????)?????€?????????,666,298,2079,2800
66130_00_s_13.jpg,2988,2988,????????????)?????€?????????,708,343,2150,2796
66130_00_s_14.jpg,2988,2988,????????????)?????€?????????,790,309,2184,2791
66130_00_s_15.jpg,2988,2988,????????????)?????€?????????,899,265,2178,2828
66130_00_s_16.jpg,2988,2988,????????????)?????€?????????,997,221,2117,2854
66130_00_s_17.jpg,2988,2988,????????????)?????€?????????,1089,181,2009,2875
66130_00_s_2.jpg,2988,2988,????????????)?????€?????????,825,224,2301,2790
66130_00_s_20.jpg,2988,2988,????????????)?????€?????????,1140,117,1814,2880
66130_00_s_22.jpg,2988,2988,????????????)?????€?????????,987,146,2129,2842
66130_00_s_23.jpg,2988,2988,????????????)?????€?????????,924,179,2243,2799
66130_00_s_24.jpg,2988,2988,????????????)?????€?????????,847,219,2323,2822
66130_00_s_3.jpg,2988,2988,????????????)?????€?????????,881,175,2208,2853
66130_00_s_4.jpg,2988,2988,????????????)?????€?????????,976,128,2057,2883
66130_00_s_5.jpg,2988,2988,????????????)?????€?????????,1083,98,1889,2895
66130_00_s_6.jpg,2988,2988,????????????)?????€?????????,1146,81,1810,2909
66130_00_s_9.jpg,2988,2988,????????????)?????€?????????,878,140,1763,2889
66130_30_m_10.jpg,2988,2988,????????????)?????€?????????,475,498,1467,2489
66130_30_m_10.jpg,2988,2988,????????????)?????€?????????,1323,273,2083,2025
66130_30_m_11.jpg,2988,2988,????????????)?????€?????????,303,491,1479,2388
66130_30_m_11.jpg,2988,2988,????????????)?????€?????????,1394,304,2305,2041
66130_30_m_12.jpg,2988,2988,????????????)?????€?????????,225,490,1475,2281
66130_30_m_12.jpg,2988,2988,????????????)?????€?????????,1441,349,2499,2109
66130_30_m_13.jpg,2988,2988,????????????)?????€?????????,1494,399,2663,2187
66130_30_m_13.jpg,2988,2988,????????????)?????€?????????,241,483,1474,2181
66130_30_m_14.jpg,2988,2988,????????????)?????€?????????,1541,421,2776,2283
66130_30_m_14.jpg,2988,2988,????????????)?????€?????????,333,445,1479,2126
66130_30_m_15.jpg,2988,2988,????????????)?????€?????????,1580,436,2828,2391
66130_30_m_15.jpg,2988,2988,????????????)?????€?????????,486,385,1494,2071
66130_30_m_16.jpg,2988,2988,????????????)?????€?????????,1592,448,2778,2539
66130_30_m_16.jpg,2988,2988,????????????)?????€?????????,686,338,1509,2032
66130_30_m_17.jpg,2988,2988,????????????)?????€?????????,1551,465,2612,2664
66130_30_m_17.jpg,2988,2988,????????????)?????€?????????,907,299,1534,2035
66130_30_m_18.jpg,2988,2988,????????????)?????€?????????,1451,480,2323,2721
66130_30_m_18.jpg,2988,2988,????????????)?????€?????????,1141,270,1651,2034
66130_30_m_2.jpg,2988,2988,????????????)?????€?????????,1416,576,2766,2397
66130_30_m_2.jpg,2988,2988,????????????)?????€?????????,233,511,1436,2187
66130_30_m_20.jpg,2988,2988,????????????)?????€?????????,1161,512,1714,2756
66130_30_m_20.jpg,2988,2988,????????????)?????€?????????,1449,255,1859,2021
66130_30_m_21.jpg,2988,2988,????????????)?????€?????????,909,529,1697,2682
66130_30_m_21.jpg,2988,2988,????????????)?????€?????????,1378,264,1968,2038
66130_30_m_24.jpg,2988,2988,????????????)?????€?????????,225,554,1544,2387
66130_30_m_24.jpg,2988,2988,????????????)?????€?????????,1508,382,2569,2194
66130_30_m_3.jpg,2988,2988,????????????)?????€?????????,1342,588,2676,2480
66130_30_m_3.jpg,2988,2988,????????????)?????€?????????,356,442,1395,2113
66130_30_m_4.jpg,2988,2988,????????????)?????€?????????,1281,581,2471,2589
66130_30_m_4.jpg,2988,2988,????????????)?????€?????????,534,378,1402,2056
66130_30_m_5.jpg,2988,2988,????????????)?????€?????????,1420,525,2350,2673
66130_30_m_5.jpg,2988,2988,????????????)?????€?????????,743,326,1431,2037
66130_30_m_6.jpg,2988,2988,????????????)?????€?????????,1304,519,2062,2726
66130_30_m_6.jpg,2988,2988,????????????)?????€?????????,978,289,1507,1995
66130_30_m_8.jpg,2988,2988,????????????)?????€?????????,1028,512,1542,2696
66130_30_m_8.jpg,2988,2988,????????????)?????€?????????,1207,256,1763,1936
66130_30_s_1.jpg,2988,2988,????????????)?????€?????????,545,235,2328,2616
66130_30_s_10.jpg,2988,2988,????????????)?????€?????????,701,60,1865,2656
66130_30_s_11.jpg,2988,2988,????????????)?????€?????????,627,75,2031,2585
66130_30_s_14.jpg,2988,2988,????????????)?????€?????????,760,127,2368,2584
66130_30_s_15.jpg,2988,2988,????????????)?????€?????????,892,94,2422,2588
66130_30_s_16.jpg,2988,2988,????????????)?????€?????????,1042,67,2411,2662
66130_30_s_17.jpg,2988,2988,????????????)?????€?????????,1164,49,2330,2725
66130_30_s_18.jpg,2988,2988,????????????)?????€?????????,1185,40,2173,2744
66130_30_s_19.jpg,2988,2988,????????????)?????€?????????,1184,39,1952,2762
66130_30_s_2.jpg,2988,2988,????????????)?????€?????????,521,262,2292,2591
66130_30_s_20.jpg,2988,2988,????????????)?????€?????????,1173,47,1806,2779
66130_30_s_3.jpg,2988,2988,????????????)?????€?????????,552,229,2190,2609
66130_30_s_6.jpg,2988,2988,????????????)?????€?????????,931,106,1784,2731
66130_30_s_8.jpg,2988,2988,????????????)?????€?????????,1027,64,1793,2705
66130_30_s_9.jpg,2988,2988,????????????)?????€?????????,837,57,1793,2684
66130_60_m_1.jpg,2988,2988,????????????)?????€?????????,1453,967,2759,2201
66130_60_m_1.jpg,2988,2988,????????????)?????€?????????,156,1146,1500,2170
66130_60_m_12.jpg,2988,2988,????????????)?????€?????????,1341,621,2490,2036
66130_60_m_12.jpg,2988,2988,????????????)?????€?????????,106,1142,1442,2213
66130_60_m_13.jpg,2988,2988,????????????)?????€?????????,1366,845,2641,2126
66130_60_m_13.jpg,2988,2988,????????????)?????€?????????,86,1127,1415,2100
66130_60_m_14.jpg,2988,2988,????????????)?????€?????????,1394,1004,2726,2226
66130_60_m_14.jpg,2988,2988,????????????)?????€?????????,150,945,1401,2021
66130_60_m_15.jpg,2988,2988,????????????)?????€?????????,1410,1011,2730,2348
66130_60_m_15.jpg,2988,2988,????????????)?????€?????????,291,705,1394,1937
66130_60_m_17.jpg,2988,2988,????????????)?????€?????????,1428,1031,2437,2657
66130_60_m_17.jpg,2988,2988,????????????)?????€?????????,731,349,1465,1899
66130_60_m_18.jpg,2988,2988,????????????)?????€?????????,1346,1042,2150,2747
66130_60_m_18.jpg,2988,2988,????????????)?????€?????????,1005,239,1508,1895
66130_60_m_19.jpg,2988,2988,????????????)?????€?????????,1250,1053,1795,2796
66130_60_m_19.jpg,2988,2988,????????????)?????€?????????,1279,184,1669,1824
66130_60_m_2.jpg,2988,2988,????????????)?????€?????????,173,1057,1475,2073
66130_60_m_2.jpg,2988,2988,????????????)?????€?????????,1464,1061,2811,2325
66130_60_m_20.jpg,2988,2988,????????????)?????€?????????,1143,1074,1580,2758
66130_60_m_20.jpg,2988,2988,????????????)?????€?????????,1337,184,1785,1825
66130_60_m_21.jpg,2988,2988,????????????)?????€?????????,915,1091,1569,2663
66130_60_m_21.jpg,2988,2988,????????????)?????€?????????,1352,239,1981,1897
66130_60_m_23.jpg,2988,2988,????????????)?????€?????????,1402,504,2447,2001
66130_60_m_23.jpg,2988,2988,????????????)?????€?????????,385,1125,1552,2400
66130_60_m_3.jpg,2988,2988,????????????)?????€?????????,1471,1076,2768,2435
66130_60_m_3.jpg,2988,2988,????????????)?????€?????????,272,827,1448,1994
66130_60_m_4.jpg,2988,2988,????????????)?????€?????????,1469,1091,2613,2609
66130_60_m_4.jpg,2988,2988,????????????)?????€?????????,433,611,1424,1931
66130_60_m_5.jpg,2988,2988,????????????)?????€?????????,1390,1101,2356,2726
66130_60_m_5.jpg,2988,2988,????????????)?????€?????????,646,442,1448,1927
66130_60_m_6.jpg,2988,2988,????????????)?????€?????????,1288,1117,2018,2798
66130_60_m_6.jpg,2988,2988,????????????)?????€?????????,894,309,1487,1898
66130_60_m_8.jpg,2988,2988,????????????)?????€?????????,1053,1140,1504,2737
66130_60_m_8.jpg,2988,2988,????????????)?????€?????????,1297,216,1696,1852
66130_60_m_9.jpg,2988,2988,????????????)?????€?????????,1296,235,1828,1929
66130_60_m_9.jpg,2988,2988,????????????)?????€?????????,718,1153,1511,2618
66130_60_s_1.jpg,2988,2988,????????????)?????€?????????,593,899,2578,2598
66130_60_s_10.jpg,2988,2988,????????????)?????€?????????,733,507,2138,2686
66130_60_s_11.jpg,2988,2988,????????????)?????€?????????,565,629,2265,2606
66130_60_s_12.jpg,2988,2988,????????????)?????€?????????,448,790,2348,2567
66130_60_s_13.jpg,2988,2988,????????????)?????€?????????,406,959,2401,2520
66130_60_s_14.jpg,2988,2988,????????????)?????€?????????,436,868,2398,2509
66130_60_s_15.jpg,2988,2988,????????????)?????€?????????,543,669,2338,2562
66130_60_s_16.jpg,2988,2988,????????????)?????€?????????,702,496,2211,2681
66130_60_s_17.jpg,2988,2988,????????????)?????€?????????,904,358,2031,2765
66130_60_s_18.jpg,2988,2988,????????????)?????€?????????,1140,268,1809,2843
66130_60_s_19.jpg,2988,2988,????????????)?????€?????????,1240,220,1796,2865
66130_60_s_2.jpg,2988,2988,????????????)?????€?????????,625,854,2598,2630
66130_60_s_20.jpg,2988,2988,????????????)?????€?????????,1163,225,1813,2796
66130_60_s_21.jpg,2988,2988,????????????)?????€?????????,960,275,1950,2754
66130_60_s_22.jpg,2988,2988,????????????)?????€?????????,793,378,2164,2707
66130_60_s_23.jpg,2988,2988,????????????)?????€?????????,678,527,2351,2609
66130_60_s_24.jpg,2988,2988,????????????)?????€?????????,614,704,2493,2595
66130_60_s_3.jpg,2988,2988,????????????)?????€?????????,721,706,2544,2673
66130_60_s_4.jpg,2988,2988,????????????)?????€?????????,857,564,2399,2747
66130_60_s_5.jpg,2988,2988,????????????)?????€?????????,1027,458,2191,2833
66130_60_s_6.jpg,2988,2988,????????????)?????€?????????,1165,381,1926,2887
66130_60_s_7.jpg,2988,2988,????????????)?????€?????????,1157,349,1721,2890
